RefSeq_id	Gene_name	Protein_id	Transcript_id	CCDS	HGNC_name_e107
64318	NOC3L	NP_071896.8	NM_022451	CCDS7433.1	NOC3L
23232	TBC1D12	NP_056003.1	NM_015188	CCDS41553.1	TBC1D12
3070	HELLS	NP_060533.2	NM_018063	CCDS7434.1	HELLS
1562	CYP2C18	NP_000763.1	NM_000772	CCDS7435.1	CYP2C18
1557	CYP2C19	NP_000760.1	NM_000769	CCDS7436.1	CYP2C19
1559	CYP2C9	NP_000762.2	NM_000771	CCDS7437.1	CYP2C9
1558	CYP2C8	NP_000761.3	NM_000770	CCDS7438.1	CYP2C8
142827	C10orf129	NP_997204.2	NM_207321	CCDS7440.2	ACSM6
9124	PDLIM1	NP_066272.1	NM_020992	CCDS7441.1	PDLIM1
26123	TCTN3	NP_056446.4	NM_015631	CCDS31258.2	TCTN3
953	ENTPD1	NP_001767.3	NM_001776	CCDS7444.1	ENTPD1
54619	CCNJ	NP_001127847.1	NM_001134375	CCDS44462.1	CCNJ
9849	ZNF518A	NP_055618.2	NM_014803	-	ZNF518A
9849	ZNF518A	NP_001265453.1	NM_001278524	-	ZNF518A
9849	ZNF518A	NP_001265454.1	NM_001278525	-	ZNF518A
29760	BLNK	NP_037446.1	NM_013314	CCDS7446.1	BLNK
1791	DNTT	NP_004079.3	NM_004088	CCDS7447.1	DNTT
93377	OPALIN	NP_149984.1	NM_033207	CCDS7448.1	OPALIN
7093	TLL2	NP_036597.1	NM_012465	CCDS7449.1	TLL2
56889	TM9SF3	NP_064508.3	NM_020123	CCDS7450.1	TM9SF3
118788	PIK3AP1	NP_689522.2	NM_152309	CCDS31259.1	PIK3AP1
6585	SLIT1	NP_003052.2	NM_003061	CCDS7453.1	SLIT1
84986	ARHGAP19	NP_116289.4	NM_032900	CCDS7454.2	ARHGAP19
10023	FRAT1	NP_005470.2	NM_005479	CCDS7455.1	FRAT1
23401	FRAT2	NP_036215.1	NM_012083	CCDS7456.1	FRAT2
23223	RRP12	NP_055994.2	NM_015179	CCDS7457.1	RRP12
5223	PGAM1	NP_002620.1	NM_002629	CCDS7458.1	PGAM1
51013	EXOSC1	NP_057130.1	NM_016046	CCDS7459.1	EXOSC1
84287	ZDHHC16	NP_932163.1	NM_198046	CCDS7460.1	ZDHHC16
84287	ZDHHC16	NP_115703.2	NM_032327	CCDS7460.1	ZDHHC16
64210	MMS19	NP_071757.4	NM_022362	CCDS7464.1	MMS19
80019	UBTD1	NP_079230.1	NM_024954	CCDS7465.1	UBTD1
112817	HOGA1	NP_612422.2	NM_138413	CCDS7467.1	HOGA1
414157	C10orf62	NP_001009997.2	NM_001009997	CCDS31261.1	C10orf62
118812	MORN4	NP_849154.1	NM_178832	CCDS7468.1	MORN4
118812	MORN4	NP_001092301.1	NM_001098831	CCDS7468.1	MORN4
55361	PI4K2A	NP_060895.1	NM_018425	CCDS7469.1	PI4K2A
60370	AVPI1	NP_068378.2	NM_021732	CCDS7470.1	AVPI1
83742	MARVELD1	NP_113672.1	NM_031484	-	MARVELD1
6425	SFRP5	NP_003006.2	NM_003015	CCDS7472.1	SFRP5
401647	GOLGA7B	NP_001010917.1	NM_001010917	CCDS31265.1	GOLGA7B
84171	LOXL4	NP_115587.6	NM_032211	CCDS7473.1	LOXL4
84795	PYROXD2	NP_116098.2	NM_032709	CCDS7474.1	PYROXD2
3257	HPS1	NP_000186.2	NM_000195	CCDS7475.1	HPS1
3257	HPS1	XP_005269812.1	PRJNA168;XM_005269755	-	HPS1
3257	HPS1	XP_005269813.1	PRJNA168;XM_005269756	-	HPS1
3257	HPS1	XP_005269814.1	PRJNA168;XM_005269757	-	HPS1
60495	HPSE2	NP_068600.4	NM_021828	CCDS7477.1	HPSE2
26507	CNNM1	NP_065081.2	NM_020348	CCDS7478.2	CNNM1
2805	GOT1	NP_002070.1	NM_002079	CCDS7479.1	GOT1
159296	NKX2-3	NP_660328.2	NM_145285	CCDS41558.1	NKX2-3
81894	SLC25A28	NP_112489.3	NM_031212	CCDS41559.1	SLC25A28
57089	ENTPD7	NP_065087.1	NM_020354	CCDS7480.1	ENTPD7
57089	ENTPD7	XP_005270043.1	PRJNA168;XM_005269986	-	ENTPD7
1355	COX15	NP_510870.1	NM_078470	CCDS7482.1	COX15
51076	CUTC	NP_057044.2	NM_015960	CCDS7483.1	CUTC
23268	DNMBP	NP_056036.1	NM_015221	CCDS7485.1	DNMBP
1369	CPN1	NP_001299.1	NM_001308	CCDS7486.1	CPN1
10613	ERLIN1	NP_006450.2	NM_006459	CCDS7487.2	ERLIN1
10613	ERLIN1	NP_001094096.1	NM_001100626	CCDS7487.2	ERLIN1
10613	ERLIN1	XP_005269499.1	PRJNA168;XM_005269442	-	ERLIN1
1147	CHUK	NP_001269.3	NM_001278	CCDS7488.1	CHUK
55280	CWF19L1	NP_060764.3	NM_018294	CCDS7489.1	CWF19L1
282991	BLOC1S2	NP_776170.2	NM_173809	CCDS7490.1	BLOC1S2
9033	PKD2L1	NP_057196.2	NM_016112	CCDS7492.1	PKD2L1
6319	SCD	NP_005054.3	NM_005063	CCDS7493.1	SCD
7479	WNT8B	NP_003384.2	NM_003393	CCDS7494.1	WNT8B
25956	SEC31B	NP_056305.1	NM_015490	CCDS7495.1	SEC31B
4714	NDUFB8	NP_004995.1	NM_005004	CCDS7497.1	NDUFB8
55662	HIF1AN	NP_060372.2	NM_017902	CCDS7498.1	HIF1AN
55719	FAM178A	NP_060591.3	NM_018121	CCDS7500.1	SLF2
57715	SEMA4G	NP_060363.2	NM_017893	CCDS7501.1	SEMA4G
57715	SEMA4G	XP_005270065.1	PRJNA168;XM_005270008	-	SEMA4G
57715	SEMA4G	XP_005270066.1	PRJNA168;XM_005270009	-	SEMA4G
84545	MRPL43	NP_115488.2	NM_032112	CCDS7505.1	MRPL43
84545	MRPL43	XP_005270288.1	PRJNA168;XM_005270231	-	MRPL43
56652	C10orf2	NP_068602.2	NM_021830	CCDS7506.1	TWNK
84445	LZTS2	NP_115805.1	NM_032429	CCDS7507.1	LZTS2
84445	LZTS2	XP_005270279.1	PRJNA168;XM_005270222	-	LZTS2
84445	LZTS2	XP_005270280.1	PRJNA168;XM_005270223	-	LZTS2
84445	LZTS2	XP_005270281.1	PRJNA168;XM_005270224	-	LZTS2
79955	PDZD7	NP_001182192.1	NM_001195263	-	PDZD7
79955	PDZD7	XP_005270221.1	PRJNA168;XM_005270164	-	PDZD7
81621	KAZALD1	NP_112191.2	NM_030929	CCDS7509.1	KAZALD1
81621	KAZALD1	XP_005270250.1	PRJNA168;XM_005270193	-	KAZALD1
3195	TLX1	NP_005512.1	NM_005521	CCDS7510.1	TLX1
10660	LBX1	NP_006553.2	NM_006562	CCDS31270.1	LBX1
10660	LBX1	XP_005269500.1	PRJNA168;XM_005269443	-	LBX1
8945	BTRC	NP_378663.1	NM_033637	CCDS7512.1	BTRC
27343	POLL	NP_001167555.1	NM_001174084	CCDS7513.1	POLL
27343	POLL	NP_037406.1	NM_013274	CCDS7513.1	POLL
25911	DPCD	NP_056263.1	NM_015448	CCDS7514.1	DPCD
2253	FGF8	NP_149353.1	NM_033163	CCDS7516.1	FGF8
10360	NPM3	NP_008924.1	NM_006993	CCDS7519.1	NPM3
10724	MGEA5	NP_036347.1	NM_012215	CCDS7520.1	OGA
10724	MGEA5	XP_005269509.1	PRJNA168;XM_005269452	-	OGA
79591	C10orf76	NP_078817.2	NM_024541	CCDS41563.1	ARMH3
79803	HPS6	NP_079023.2	NM_024747	CCDS7527.1	HPS6
8861	LDB1	NP_001106878.1	NM_001113407	CCDS44472.1	LDB1
23082	PPRC1	NP_055877.3	NM_015062	CCDS7529.1	PPRC1
9221	NOLC1	NP_004732.2	NM_004741	CCDS7530.1	NOLC1
83401	ELOVL3	NP_689523.1	NM_152310	CCDS7531.1	ELOVL3
5309	PITX3	NP_005020.1	NM_005029	CCDS7532.1	PITX3
4791	NFKB2	NP_001070962.1	NM_001077494	CCDS41564.1	NFKB2
4791	NFKB2	XP_005269917.1	PRJNA168;XM_005269860	-	NFKB2
4791	NFKB2	XP_005269918.1	PRJNA168;XM_005269861	-	NFKB2
5662	PSD	NP_002770.3	NM_002779	CCDS31272.1	PSD
5662	PSD	NP_001257894.1	NM_001270965	CCDS31272.1	PSD
5662	PSD	XP_005270038.1	PRJNA168;XM_005269981	-	PSD
79176	FBXL15	NP_077302.3	NM_024326	CCDS31273.1	FBXL15
79176	FBXL15	XP_005270207.1	PRJNA168;XM_005270150	-	FBXL15
79176	FBXL15	XP_005270208.1	PRJNA168;XM_005270151	-	FBXL15
79176	FBXL15	XP_005270209.1	PRJNA168;XM_005270152	-	FBXL15
79004	CUEDC2	NP_076945.2	NM_024040	CCDS41566.1	CUEDC2
79004	CUEDC2	XP_005270204.1	PRJNA168;XM_005270147	-	CUEDC2
79847	TMEM180	NP_079065.2	NM_024789	CCDS7535.1	MFSD13A
79847	TMEM180	XP_005270211.1	PRJNA168;XM_005270154	-	MFSD13A
10121	ACTR1A	NP_005727.1	NM_005736	CCDS7536.1	ACTR1A
51684	SUFU	NP_057253.2	NM_016169	CCDS7537.1	SUFU
81603	TRIM8	NP_112174.2	NM_030912	CCDS31274.1	TRIM8
403	ARL3	NP_004302.1	NM_004311	CCDS7538.1	ARL3
118980	SFXN2	NP_849189.1	NM_178858	CCDS7539.1	SFXN2
1586	CYP17A1	NP_000093.1	NM_000102	CCDS7541.1	CYP17A1
119032	C10orf32	NP_653192.2	NM_144591	CCDS7542.2	BORCS7
119032	C10orf32	NP_001129672.1	NM_001136200	CCDS7542.2	BORCS7
57412	AS3MT	XP_005270050.1	PRJNA168;XM_005269993	-	AS3MT
57412	AS3MT	XP_005270051.1	PRJNA168;XM_005269994	-	AS3MT
57412	AS3MT	NP_065733.2	NM_020682	CCDS41567.1	AS3MT
54805	CNNM2	NP_060119.3	NM_017649	CCDS44474.1	CNNM2
22978	NT5C2	NP_036361.1	NM_012229	CCDS7544.1	NT5C2
22978	NT5C2	NP_001127845.1	NM_001134373	CCDS7544.1	NT5C2
22978	NT5C2	XP_005269693.1	PRJNA168;XM_005269636	-	NT5C2
729020	LOC729020	NP_001137381.1	NM_001143909	-	RPEL1
9118	INA	NP_116116.1	NM_032727	CCDS7545.1	INA
84108	PCGF6	NP_001011663.1	NM_001011663	CCDS31275.1	PCGF6
6877	TAF5	NP_008882.2	NM_006951	CCDS7547.1	TAF5
84833	USMG5	NP_116136.1	NM_032747	CCDS7548.1	ATP5MK
84833	USMG5	NP_001193355.1	NM_001206426	CCDS7548.1	ATP5MK
84833	USMG5	NP_001193356.1	NM_001206427	CCDS7548.1	ATP5MK
22984	PDCD11	NP_055791.1	NM_014976	CCDS31276.1	PDCD11
51063	CALHM2	NP_057000.2	NM_015916	CCDS7549.1	CALHM2
255022	CALHM1	NP_001001412.3	NM_001001412	CCDS7550.1	CALHM1
119395	CALHM3	NP_001123214.1	NM_001129742	CCDS44476.1	CALHM3
9148	NEURL	NP_004201.3	NM_004210	CCDS7551.1	NEURL1
79991	OBFC1	NP_079204.2	NM_024928	CCDS7552.1	STN1
9748	SLK	NP_055535.2	NM_014720	CCDS7553.1	SLK
1308	COL17A1	NP_000485.3	NM_000494	CCDS7554.1	COL17A1
1308	COL17A1	XP_005269594.1	PRJNA168;XM_005269537	-	COL17A1
80217	WDR96	NP_079421.5	NM_025145	CCDS31281.1	CFAP43
9446	GSTO1	NP_004823.1	NM_004832	CCDS7555.1	GSTO1
119391	GSTO2	NP_899062.1	NM_183239	CCDS7556.1	GSTO2
119391	GSTO2	XP_005269577.1	PRJNA168;XM_005269520	-	GSTO2
85450	ITPRIP	NP_001258941.1	NM_001272012	-	ITPRIP
85450	ITPRIP	NP_001258942.1	NM_001272013	-	ITPRIP
85450	ITPRIP	NP_203755.1	NM_033397	CCDS7557.1	ITPRIP
85450	ITPRIP	XP_005270315.1	PRJNA168;XM_005270258	-	ITPRIP
159686	CCDC147	NP_001008723.1	NM_001008723	CCDS31282.1	CFAP58
22986	SORCS3	NP_055793.1	NM_014978	CCDS7558.1	SORCS3
114815	SORCS1	NP_443150.3	NM_052918	CCDS7559.1	SORCS1
7511	XPNPEP1	NP_065116.3	NM_020383	CCDS7560.2	XPNPEP1
120	ADD3	NP_058432.1	NM_016824	CCDS7561.1	ADD3
120	ADD3	XP_005269586.1	PRJNA168;XM_005269529	-	ADD3
120	ADD3	XP_005269587.1	PRJNA168;XM_005269530	-	ADD3
120	ADD3	XP_005269588.1	PRJNA168;XM_005269531	-	ADD3
120	ADD3	XP_005269589.1	PRJNA168;XM_005269532	-	ADD3
120	ADD3	XP_005269590.1	PRJNA168;XM_005269533	-	ADD3
120	ADD3	XP_005269591.1	PRJNA168;XM_005269534	-	ADD3
10285	SMNDC1	NP_005862.1	NM_005871	CCDS7565.1	SMNDC1
1847	DUSP5	NP_004410.3	NM_004419	CCDS7566.1	DUSP5
9126	SMC3	NP_005436.1	NM_005445	CCDS31285.1	SMC3
27250	PDCD4	NP_055271.2	NM_014456	CCDS7567.1	PDCD4
8036	SHOC2	NP_031399.2	NM_007373	CCDS7568.1	SHOC2
8036	SHOC2	XP_005270243.1	PRJNA168;XM_005270186	-	SHOC2
150	ADRA2A	NP_000672.3	NM_000681	CCDS7569.2	ADRA2A
57678	GPAM	NP_065969.3	NM_020918	CCDS7570.1	GPAM
57678	GPAM	NP_001231878.1	NM_001244949	CCDS7570.1	GPAM
57678	GPAM	XP_005270055.1	PRJNA168;XM_005269998	-	GPAM
6975	TECTB	NP_478129.1	NM_058222	CCDS7571.1	TECTB
6975	TECTB	XP_005270164.1	PRJNA168;XM_005270107	-	TECTB
51703	ACSL5	NP_976313.1	NM_203379	CCDS7573.1	ACSL5
51703	ACSL5	NP_976314.1	NM_203380	CCDS7573.1	ACSL5
51703	ACSL5	XP_005269954.1	PRJNA168;XM_005269897	-	ACSL5
64429	ZDHHC6	NP_071939.1	NM_022494	CCDS7574.1	ZDHHC6
64429	ZDHHC6	XP_005270108.1	PRJNA168;XM_005270051	-	ZDHHC6
143187	VTI1A	NP_660207.2	NM_145206	CCDS7575.2	VTI1A
3026	HABP2	NP_004123.1	NM_004132	CCDS7577.1	HABP2
4892	NRAP	NP_932326.2	NM_198060	CCDS7579.1	NRAP
840	CASP7	NP_203125.1	NM_033339	CCDS7581.1	CASP7
840	CASP7	NP_001218.1	NM_001227	CCDS7581.1	CASP7
840	CASP7	NP_001253985.1	NM_001267056	CCDS7581.1	CASP7
79949	PLEKHS1	XP_005270219.1	PRJNA168;XM_005270162	-	PLEKHS1
9937	DCLRE1A	NP_055696.3	NM_014881	CCDS7584.1	DCLRE1A
9937	DCLRE1A	NP_001258745.1	NM_001271816	-	DCLRE1A
374354	NHLRC2	NP_940916.2	NM_198514	CCDS7585.1	NHLRC2
153	ADRB1	NP_000675.1	NM_000684	CCDS7586.1	ADRB1
55088	C10orf118	NP_060487.2	NM_018017	CCDS7587.1	CCDC186
55088	C10orf118	XP_005269994.1	PRJNA168;XM_005269937	-	CCDC186
340706	VWA2	NP_001258975.1	NM_001272046	CCDS7589.1	VWA2
84632	AFAP1L2	NP_001001936.1	NM_001001936	CCDS31286.1	AFAP1L2
57700	FAM160B1	NP_065991.3	NM_020940	CCDS31290.1	FHIP2A
142940	TRUB1	NP_631908.1	NM_139169	CCDS7591.1	TRUB1
26033	ATRNL1	NP_997186.1	NM_207303	CCDS7592.1	ATRNL1
374355	CCDC172	NP_940917.1	NM_198515	CCDS31291.1	CCDC172
119548	PNLIPRP3	NP_001011709.2	NM_001011709	CCDS31292.1	PNLIPRP3
5406	PNLIP	NP_000927.1	NM_000936	CCDS7594.1	PNLIP
5407	PNLIPRP1	NP_006220.1	NM_006229	CCDS7595.1	PNLIPRP1
5407	PNLIPRP1	XP_005269960.1	PRJNA168;XM_005269903	-	PNLIPRP1
143379	C10orf82	XP_005269613.1	PRJNA168;XM_005269556	-	C10orf82
143379	C10orf82	XP_005269614.1	PRJNA168;XM_005269557	-	C10orf82
259217	HSPA12A	NP_079291.2	NM_025015	CCDS41569.1	HSPA12A
387712	ENO4	NP_001229628.1	NM_001242699	-	ENO4
57698	KIAA1598	NP_001120683.1	NM_001127211	CCDS44482.1	SHTN1
11023	VAX1	NP_001106175.1	NM_001112704	CCDS44483.1	VAX1
338567	KCNK18	NP_862823.1	NM_181840	CCDS7598.1	KCNK18
6571	SLC18A2	NP_003045.2	NM_003054	CCDS7599.1	SLC18A2
118987	PDZD8	NP_776152.1	NM_173791	CCDS7600.1	PDZD8
2018	EMX2	NP_004089.1	NM_004098	CCDS7601.1	EMX2
22841	RAB11FIP2	NP_055719.1	NM_014904	CCDS7602.1	RAB11FIP2
63877	FAM204A	NP_071346.1	NM_022063	CCDS7605.1	FAM204A
63877	FAM204A	NP_001128144.1	NM_001134672	CCDS7605.1	FAM204A
143384	CACUL1	NP_722517.3	NM_153810	CCDS41570.1	CACUL1
340719	NANOS1	NP_955631.1	NM_199461	CCDS7607.1	NANOS1
8661	EIF3A	NP_003741.1	NM_003750	CCDS7608.1	EIF3A
404636	FAM45A	NP_996892.1	NM_207009	CCDS7609.1	DENND10
119559	SFXN4	NP_998814.1	NM_213649	CCDS7610.1	SFXN4
10935	PRDX3	NP_006784.1	NM_006793	CCDS7611.1	PRDX3
2869	GRK5	NP_005299.1	NM_005308	CCDS7612.1	GRK5
6001	RGS10	NP_001005339.1	NM_001005339	CCDS31294.1	RGS10
7073	TIAL1	NP_003243.1	NM_003252	CCDS7613.1	TIAL1
9531	BAG3	NP_004272.2	NM_004281	CCDS7615.1	BAG3
22876	INPP5F	NP_055752.1	NM_014937	CCDS7616.1	INPP5F
79892	MCMBP	NP_001243307.1	NM_001256378	CCDS58099.1	MCMBP
11196	SEC23IP	NP_009121.1	NM_007190	CCDS7618.1	SEC23IP
196051	PPAPDC1A	NP_001025230.1	NM_001030059	CCDS41573.1	PLPP4
55717	WDR11	NP_060587.8	NM_018117	CCDS7619.1	WDR11
2263	FGFR2	NP_000132.3	NM_000141	CCDS31298.1	FGFR2
54780	NSMCE4A	NP_060085.2	NM_017615	CCDS7624.1	NSMCE4A
118663	BTBD16	NP_653188.2	NM_144587	CCDS31301.1	BTBD16
387715	ARMS2	NP_001093137.1	NM_001099667	CCDS53585.1	ARMS2
5654	HTRA1	NP_002766.1	NM_002775	CCDS7630.1	HTRA1
101928125	LOC101928125	XP_005270367.1	PRJNA168;XM_005270310	-	ENSG00000286135
399814	C10orf120	NP_001010912.1	NM_001010912	CCDS31302.1	C10orf120
50624	CUZD1	NP_071317.2	NM_022034	CCDS7631.1	CUZD1
196792	FAM24B	NP_689857.2	NM_152644	CCDS31303.1	FAM24B
196792	FAM24B	NP_001191293.1	NM_001204364	CCDS31303.1	FAM24B
118670	FAM24A	NP_001025059.1	NM_001029888	CCDS31304.1	FAM24A
80007	C10orf88	NP_079218.2	NM_024942	CCDS7632.1	C10orf88
118672	PSTK	XP_005269553.1	PRJNA168;XM_005269496	-	PSTK
64376	IKZF5	NP_001258769.1	NM_001271840	CCDS41574.1	IKZF5
36	ACADSB	NP_001600.1	NM_001609	CCDS7634.1	ACADSB
340784	HMX3	NP_001099044.1	NM_001105574	CCDS41575.1	HMX3
3167	HMX2	NP_005510.1	NM_005519	CCDS31305.1	HMX2
3167	HMX2	XP_005269800.1	PRJNA168;XM_005269743	-	HMX2
9184	BUB3	NP_004716.1	NM_004725	CCDS7635.1	BUB3
2849	GPR26	NP_703143.1	NM_153442	CCDS7636.1	GPR26
119587	CPXM2	NP_937791.2	NM_198148	CCDS7637.1	CPXM2
51363	CHST15	NP_056976.2	NM_015892	CCDS7638.1	CHST15
51363	CHST15	NP_001257693.1	NM_001270764	CCDS7638.1	CHST15
51363	CHST15	XP_005269948.1	PRJNA168;XM_005269891	-	CHST15
4942	OAT	NP_000265.1	NM_000274	CCDS7639.1	OAT
4942	OAT	XP_005269925.1	PRJNA168;XM_005269868	-	OAT
390010	NKX1-2	NP_001139812.1	NM_001146340	CCDS59221.1	NKX1-2
64077	LHPP	NP_071409.3	NM_022126	CCDS7640.1	LHPP
9679	FAM53B	NP_055476.3	NM_014661	CCDS7641.1	FAM53B
9679	FAM53B	XP_005270356.1	PRJNA168;XM_005270299	-	FAM53B
9679	FAM53B	XP_005270357.1	PRJNA168;XM_005270300	-	FAM53B
23172	FAM175B	NP_115558.3	NM_032182	CCDS31308.2	ABRAXAS2
54764	ZRANB1	NP_060050.2	NM_017580	CCDS7642.1	ZRANB1
54764	ZRANB1	XP_005269983.1	PRJNA168;XM_005269926	-	ZRANB1
387718	TEX36	NP_001121674.1	NM_001128202	CCDS44493.1	TEX36
26098	C10orf137	NP_001189367.1	NM_001202438	CCDS55733.1	EDRF1
118856	MMP21	NP_671724.1	NM_147191	CCDS7647.1	MMP21
7390	UROS	NP_000366.1	NM_000375	CCDS7648.1	UROS
56647	BCCIP	NP_510868.1	NM_078468	CCDS7651.1	BCCIP
55760	DHX32	NP_060650.2	NM_018180	CCDS7652.1	DHX32
92565	FANK1	NP_660278.3	NM_145235	CCDS31309.1	FANK1
642938	FAM196A	NP_001034851.1	NM_001039762	CCDS31312.1	INSYN2A
642938	FAM196A	XP_005252751.1	PRJNA168;XM_005252694	-	INSYN2A
594857	NPS	NP_001025184.1	NM_001030013	CCDS41577.1	NPS
399823	FOXI2	NP_997309.2	NM_207426	CCDS7655.2	FOXI2
119467	CLRN3	NP_689524.1	NM_152311	CCDS7656.1	CLRN3
4288	MKI67	NP_002408.3	NM_002417	CCDS7659.1	MKI67
4255	MGMT	XP_005252739.1	PRJNA168;XM_005252682	-	MGMT
10539	GLRX3	NP_006532.2	NM_006541	CCDS7661.1	GLRX3
10539	GLRX3	NP_001186797.1	NM_001199868	CCDS7661.1	GLRX3
256536	TCERG1L	NP_777597.2	NM_174937	CCDS7662.2	TCERG1L
55844	PPP2R2D	NP_060931.2	NM_018461	-	PPP2R2D
664	BNIP3	NP_004043.2	NM_004052	CCDS7663.1	BNIP3
10570	DPYSL4	NP_006417.2	NM_006426	CCDS7665.1	DPYSL4
282974	STK32C	NP_775846.2	NM_173575	CCDS7666.1	STK32C
80313	LRRC27	NP_085129.1	NM_030626	CCDS31316.1	LRRC27
80313	LRRC27	NP_001137229.1	NM_001143757	CCDS31316.1	LRRC27
170394	PWWP2B	NP_612508.3	NM_138499	CCDS7667.2	PWWP2B
3632	INPP5A	NP_005530.3	NM_005539	CCDS7669.2	INPP5A
54777	TTC40	NP_001186978.2	NM_001200049	CCDS58101.1	CFAP46
84435	GPR123	NP_001077378.1	NM_001083909	CCDS41580.1	ADGRA1
85442	KNDC1	NP_689856.6	NM_152643	CCDS7674.1	KNDC1
8433	UTF1	NP_003568.2	NM_003577	CCDS31318.1	UTF1
27287	VENTX	NP_055283.1	NM_014468	CCDS7675.1	VENTX
101	ADAM8	NP_001100.3	NM_001109	CCDS31319.2	ADAM8
10844	TUBGCP2	NP_006650.1	NM_006659	CCDS7676.1	TUBGCP2
118472	ZNF511	NP_665805.2	NM_145806	CCDS7677.1	ZNF511
50632	CALY	NP_056537.1	NM_015722	CCDS7678.1	CALY
50632	CALY	XP_005252742.1	PRJNA168;XM_005252685	-	CALY
50632	CALY	XP_005252744.1	PRJNA168;XM_005252687	-	CALY
282969	FUOM	NP_001091953.1	NM_001098483	CCDS44499.1	FUOM
1892	ECHS1	NP_004083.3	NM_004092	CCDS7681.1	ECHS1
196743	PAOX	NP_690875.1	NM_152911	CCDS7683.1	PAOX
92170	MTG1	NP_612393.2	NM_138384	CCDS31320.1	MTG1
503542	SPRN	NP_001012526.2	NM_001012508	CCDS53589.1	SPRN
503542	SPRN	XP_005252741.1	PRJNA168;XM_005252684	-	SPRN
1571	CYP2E1	NP_000764.1	NM_000773	CCDS7686.1	CYP2E1
441581	FRG2B	NP_001074467.1	NM_001080998	CCDS44502.1	FRG2B
147199	SCGB1C1	NP_663626.2	NM_145651	CCDS41581.1	SCGB1C1
147199	SCGB1C1	XP_005252861.1	PRJNA168;XM_005252804	-	SCGB1C1
113746	ODF3	NP_444510.2	NM_053280	CCDS7688.1	ODF3
51272	BET1L	NP_001092257.1	NM_001098787	CCDS41582.1	BET1L
60626	RIC8A	XP_005253110.1	PRJNA168;XM_005253053	-	RIC8A
23410	SIRT3	NP_036371.1	NM_012239	CCDS7691.1	SIRT3
5719	PSMD13	NP_002808.3	NM_002817	CCDS7692.1	PSMD13
80162	ATHL1	NP_079368.3	NM_025092	CCDS31322.2	PGGHG
387733	IFITM5	NP_001020466.1	NM_001025295	CCDS31323.1	IFITM5
10581	IFITM2	NP_006426.2	NM_006435	CCDS41583.1	IFITM2
10410	IFITM3	NP_066362.2	NM_021034	CCDS41585.1	IFITM3
338707	B4GALNT4	NP_848632.2	NM_178537	CCDS7694.1	B4GALNT4
11187	PKP3	NP_009114.1	NM_007183	CCDS7695.1	PKP3
59307	SIGIRR	NP_068577.2	NM_021805	CCDS31325.1	SIGIRR
59307	SIGIRR	NP_001128525.1	NM_001135053	CCDS31325.1	SIGIRR
59307	SIGIRR	NP_001128526.1	NM_001135054	CCDS31325.1	SIGIRR
338440	ANO9	NP_001012302.2	NM_001012302	CCDS31326.1	ANO9
81490	PTDSS2	NP_110410.1	NM_030783	CCDS7696.1	PTDSS2
6050	RNH1	NP_976320.1	NM_203386	CCDS7697.1	RNH1
6050	RNH1	NP_976321.1	NM_203387	CCDS7697.1	RNH1
6050	RNH1	NP_976323.1	NM_203389	CCDS7697.1	RNH1
6050	RNH1	NP_976322.1	NM_203388	CCDS7697.1	RNH1
6050	RNH1	NP_976318.1	NM_203384	CCDS7697.1	RNH1
6050	RNH1	NP_002930.2	NM_002939	CCDS7697.1	RNH1
6050	RNH1	NP_976317.1	NM_203383	CCDS7697.1	RNH1
6050	RNH1	NP_976319.1	NM_203385	CCDS7697.1	RNH1
6050	RNH1	XP_005253106.1	PRJNA168;XM_005253049	-	RNH1
6050	RNH1	XP_005253107.1	PRJNA168;XM_005253050	-	RNH1
6050	RNH1	XP_005253108.1	PRJNA168;XM_005253051	-	RNH1
3265	HRAS	NP_001123914.1	NM_001130442	CCDS7698.1	HRAS
3265	HRAS	NP_005334.1	NM_005343	CCDS7698.1	HRAS
115399	LRRC56	NP_932341.1	NM_198075	CCDS7700.1	LRRC56
115399	LRRC56	XP_005252832.1	PRJNA168;XM_005252775	-	LRRC56
256329	C11orf35	NP_775844.2	NM_173573	CCDS7701.1	LMNTD2
8045	RASSF7	NP_003466.1	NM_003475	CCDS7702.1	RASSF7
57661	PHRF1	XP_005253081.1	PRJNA168;XM_005253024	-	PHRF1
6343	SCT	NP_068739.1	NM_021920	CCDS7709.1	SCT
1815	DRD4	NP_000788.2	NM_000797	CCDS7710.1	DRD4
10522	DEAF1	NP_066288.2	NM_021008	CCDS31327.1	DEAF1
64787	EPS8L2	NP_073609.2	NM_022772	CCDS31328.1	EPS8L2
6888	TALDO1	NP_006746.1	NM_006755	CCDS7712.1	TALDO1
347862	PDDC1	NP_872418.1	NM_182612	CCDS7713.1	GATD1
51286	CEND1	NP_057648.2	NM_016564	CCDS7714.1	CEND1
79751	SLC25A22	NP_078974.1	NM_024698	CCDS7715.1	SLC25A22
79751	SLC25A22	NP_001177989.1	NM_001191060	CCDS7715.1	SLC25A22
79751	SLC25A22	NP_001177990.1	NM_001191061	CCDS7715.1	SLC25A22
55367	PIDD	NP_665893.2	NM_145886	CCDS7716.1	PIDD1
6181	RPLP2	NP_000995.1	NM_001004	CCDS7717.1	RPLP2
57104	PNPLA2	NP_065109.1	NM_020376	CCDS7718.1	PNPLA2
57104	PNPLA2	XP_005253079.1	PRJNA168;XM_005253022	-	PNPLA2
